9,25,121,441,1681
2.54839E-06,3.80645E-06,6.07849E-05,0.000746313,0.011191141
4.15625E-06,3.78065E-06,6.25266E-05,0.00074699,0.010592035
7.08696E-06,7.67778E-06,0.00012611,0.001479625,0.021610144
62,310,2404,10892,47614
32,155,1202,5441,23779
23,90,628,2773,12007
0.000158,0.00118,0.146127,8.12884,532.855
0.000133,0.000586,0.075157,4.06437,251.868
0.000163,0.000691,0.079197,4.103,259.473
