3,4.4706E-06
10,1.7600E-05
20,1.6896E-04
30,3.7592E-04
40,5.9574E-04
50,1.0650E-03
60,1.8490E-03
70,2.9697E-03
80,4.1035E-03
90,5.8682E-03
100,7.8729E-03
120,1.3181E-02
150,2.4966E-02
