1.48E-02,2.73E-05,6.12E-05,2.86E-07,3.94E-09
3.70E-03,1.71E-06,3.85E-06,4.51E-09,1.58E-11
9.24E-04,1.07E-07,2.41E-07,7.07E-11,6.04E-14
2.31E-04,6.69E-09,1.50E-08,1.10E-12,0.00E+00
5.78E-05,4.18E-10,9.40E-10,1.69E-14,1.78E-15
1.44E-05,2.61E-11,5.88E-11,3.55E-15,8.88E-16
3.61E-06,1.64E-12,3.66E-12,0.00E+00,1.78E-15
9.03E-07,1.07E-13,2.27E-13,8.88E-16,7.99E-15
