9,25,121,441,1681,2601
0.000037,0.000071,0.001675,0.070435,2.98498,10.3845
0.000024,0.000153,0.004976,0.211479,12.4805,42.3624
0.000038,0.000159,0.005185,0.216789,12.3153,43.0872
