9,25,121,441,1681,2601
1.37037037037037E-06,0.000003381,1.84065934065934E-05,0.0002355686,0.0030335163,0.0072164698
1.81818181818182E-06,0.000006,0.0001146,0.00146425,0.0213655,0.0590503333
0.000002,5.71428571428571E-06,0.0001146,0.0015326667,0.0253505,0.05646725
